iter	Passed	Remaining
282	2192	5554
283	2200	5546
284	2207	5538
285	2215	5531
286	2223	5523
287	2231	5516
288	2237	5505
289	2245	5497
290	2252	5489
291	2260	5482
292	2268	5474
293	2276	5466
294	2284	5458
295	2291	5450
296	2299	5443
297	2307	5435
298	2312	5422
299	2320	5414
300	2328	5406
301	2335	5398
302	2343	5390
303	2351	5383
304	2359	5375
305	2366	5367
306	2374	5360
307	2382	5352
308	2389	5344
309	2397	5336
310	2405	5328
311	2412	5320
312	2420	5313
313	2428	5305
314	2436	5297
315	2443	5289
316	2451	5282
317	2459	5274
318	2467	5267
319	2474	5259
320	2482	5251
321	2490	5243
322	2497	5235
323	2505	5227
324	2513	5220
325	2521	5212
326	2528	5204
327	2536	5196
328	2544	5189
329	2552	5181
330	2559	5173
331	2567	5166
332	2575	5158
333	2583	5151
334	2591	5143
335	2598	5135
336	2606	5128
337	2614	5120
338	2622	5112
339	2629	5105
340	2637	5097
341	2645	5089
342	2653	5081
343	2660	5074
344	2668	5066
345	2676	5059
346	2681	5046
347	2688	5037
348	2696	5030
349	2704	5022
350	2712	5014
351	2719	5007
352	2727	4999
353	2735	4991
354	2743	4984
355	2750	4976
356	2758	4968
357	2766	4961
358	2774	4953
359	2781	4945
360	2789	4937
361	2796	4928
362	2803	4920
363	2811	4912
364	2819	4904
365	2826	4896
366	2834	4889
367	2842	4881
368	2849	4873
369	2857	4865
370	2865	4857
371	2872	4849
372	2880	4842
373	2888	4834
374	2896	4826
375	2903	4819
376	2911	4811
377	2920	4806
378	2938	4814
379	2947	4809
380	2955	4802
381	2963	4794
382	2971	4786
383	2979	4778
384	2986	4771
385	2994	4763
386	3002	4755
387	3010	4747
388	3017	4740
389	3025	4732
390	3033	4724
391	3040	4716
392	3048	4708
393	3056	4700
394	3064	4693
395	3071	4685
396	3079	4677
397	3087	4669
398	3095	4662
399	3102	4654
400	3110	4646
401	3118	4639
402	3126	4631
403	3134	4623
404	3141	4615
405	3149	4607
406	3157	4599
407	3164	4592
408	3172	4584
409	3180	4576
410	3187	4568
411	3195	4560
412	3203	4552
413	3210	4544
414	3218	4537
415	3226	4529
416	3234	4521
417	3241	4513
418	3249	4505
419	3257	4497
420	3265	4490
421	3272	4482
422	3280	4474
423	3288	4466
424	3295	4459
425	3303	4451
426	3311	4443
427	3319	4435
428	3325	4426
429	3333	4418
430	3340	4410
431	3348	4402
432	3356	4395
433	3364	4387
434	3371	4379
435	3379	4371
436	3387	4363
437	3394	4355
438	3402	4347
439	3410	4340
440	3417	4332
441	3425	4324
442	3433	4316
443	3440	4308
444	3448	4301
445	3456	4293
446	3463	4285
447	3471	4277
448	3479	4269
449	3487	4262
450	3494	4254
451	3502	4246
452	3510	4238
453	3517	4230
454	3525	4223
455	3533	4215
456	3541	4207
457	3548	4199
458	3556	4192
459	3564	4184
460	3572	4176
461	3579	4168
462	3588	4161
463	3596	4154
464	3604	4146
465	3611	4138
466	3619	4130
467	3627	4123
468	3634	4115
469	3642	4107
470	3650	4099
471	3657	4091
472	3665	4083
473	3673	4075
474	3680	4068
475	3688	4060
476	3695	4052
477	3703	4044
478	3711	4036
479	3719	4029
480	3727	4021
481	3734	4013
482	3742	4005
483	3749	3997
484	3757	3989
485	3765	3982
486	3773	3974
487	3780	3966
488	3788	3959
489	3796	3951
490	3804	3943
491	3811	3935
492	3819	3927
493	3827	3920
494	3834	3912
495	3842	3904
496	3850	3896
497	3858	3889
498	3865	3881
499	3873	3873
500	3881	3865
501	3889	3858
502	3896	3850
503	3904	3842
504	3912	3834
505	3919	3826
506	3927	3819
507	3935	3811
508	3943	3803
509	3950	3795
510	3958	3788
511	3966	3780
512	3974	3772
513	3982	3765
514	3990	3757
515	3997	3749
516	4006	3742
517	4015	3736
518	4023	3729
519	4031	3721
520	4039	3713
521	4046	3705
522	4054	3698
523	4062	3690
524	4070	3682
525	4077	3674
526	4085	3666
527	4093	3659
528	4100	3651
529	4108	3643
530	4116	3635
531	4123	3627
532	4131	3619
533	4139	3612
534	4146	3604
535	4154	3596
536	4162	3588
537	4170	3580
538	4177	3573
539	4185	3565
540	4193	3557
541	4200	3549
542	4208	3542
543	4216	3534
544	4223	3526
545	4232	3518
546	4240	3512
547	4253	3508
548	4267	3505
549	4276	3498
550	4285	3492
551	4293	3484
552	4301	3477
553	4309	3469
554	4317	3461
555	4325	3453
556	4332	3446
557	4341	3439
558	4352	3433
559	4360	3425
560	4367	3417
561	4375	3410
562	4386	3404
563	4401	3402
564	4414	3398
565	4422	3390
566	4431	3383
567	4439	3376
568	4447	3368
569	4454	3360
570	4462	3352
571	4470	3344
572	4478	3337
573	4485	3329
574	4493	3321
575	4501	3313
576	4509	3305
577	4516	3297
578	4524	3289
579	4531	3281
580	4539	3273
581	4547	3265
582	4555	3258
583	4562	3250
584	4570	3242
585	4578	3234
586	4585	3226
587	4593	3218
588	4601	3210
589	4608	3202
590	4616	3194
591	4624	3186
592	4631	3178
593	4639	3171
594	4646	3163
595	4654	3155
596	4662	3147
597	4669	3139
598	4679	3132
599	4687	3125
600	4695	3117
601	4702	3109
602	4710	3101
603	4718	3093
604	4725	3085
605	4733	3077
606	4741	3069
607	4749	3062
608	4757	3054
609	4764	3046
610	4772	3038
611	4780	3030
612	4787	3022
613	4795	3014
614	4803	3006
615	4810	2998
616	4818	2991
617	4826	2983
618	4833	2975
619	4841	2967
620	4849	2959
621	4857	2951
622	4864	2943
623	4872	2936
624	4880	2928
625	4888	2920
626	4896	2912
627	4904	2905
628	4912	2897
629	4919	2889
630	4927	2881
631	4935	2873
632	4943	2865
633	4950	2858
634	4958	2850
635	4966	2842
636	4974	2834
637	4981	2826
638	4989	2818
639	4997	2811
640	5005	2803
641	5012	2795
642	5020	2787
643	5027	2779
644	5035	2771
645	5043	2763
646	5050	2755
647	5058	2747
648	5066	2739
649	5074	2732
650	5081	2724
651	5089	2716
652	5097	2708
653	5104	2700
654	5112	2692
655	5120	2684
656	5127	2677
657	5135	2669
658	5143	2661
659	5151	2653
660	5158	2645
661	5166	2637
662	5174	2630
663	5182	2622
664	5189	2614
665	5197	2606
666	5204	2598
667	5212	2590
668	5220	2582
669	5228	2575
670	5235	2567
671	5243	2559
672	5251	2551
673	5259	2543
674	5267	2535
675	5274	2528
676	5282	2520
677	5290	2512
678	5297	2504
679	5305	2496
680	5313	2488
681	5320	2481
682	5332	2474
683	5341	2467
684	5349	2459
685	5357	2452
686	5365	2444
687	5372	2436
688	5380	2428
689	5388	2420
690	5396	2413
691	5403	2405
692	5411	2397
693	5419	2389
694	5427	2381
695	5435	2374
696	5443	2366
697	5450	2358
698	5458	2350
699	5466	2342
700	5474	2334
701	5482	2327
702	5490	2319
703	5497	2311
704	5505	2303
705	5513	2295
706	5521	2288
707	5528	2280
708	5536	2272
709	5544	2264
710	5552	2256
711	5560	2248
712	5567	2241
713	5575	2233
714	5583	2225
715	5591	2217
716	5598	2209
717	5606	2201
718	5614	2194
719	5621	2186
720	5629	2178
721	5637	2170
722	5644	2162
723	5652	2154
724	5660	2147
725	5668	2139
726	5675	2131
727	5683	2123
728	5691	2115
729	5699	2107
730	5707	2100
731	5717	2093
732	5725	2085
733	5735	2078
734	5742	2070
735	5750	2062
736	5758	2054
737	5766	2047
738	5774	2039
739	5781	2031
740	5789	2023
741	5797	2015
742	5805	2007
743	5812	2000
744	5820	1992
745	5828	1984
746	5836	1976
747	5844	1969
748	5852	1961
749	5859	1953
750	5867	1945
751	5875	1937
752	5882	1929
753	5890	1921
754	5898	1914
755	5906	1906
756	5913	1898
757	5921	1890
758	5928	1882
759	5936	1874
760	5944	1866
761	5951	1858
762	5959	1851
763	5967	1843
764	5974	1835
765	5982	1827
766	5990	1819
767	5997	1811
768	6005	1804
769	6013	1796
770	6021	1788
771	6028	1780
772	6036	1772
773	6044	1764
774	6052	1757
775	6060	1749
776	6067	1741
777	6075	1733
778	6083	1725
779	6091	1718
780	6098	1710
781	6106	1702
782	6114	1694
783	6122	1686
784	6130	1679
785	6138	1671
786	6146	1663
787	6154	1655
788	6161	1647
789	6169	1639
790	6177	1632
791	6184	1624
792	6192	1616
793	6200	1608
794	6208	1600
795	6216	1593
796	6223	1585
797	6232	1577
798	6240	1569
799	6247	1561
800	6255	1554
801	6263	1546
802	6271	1538
803	6279	1530
804	6286	1522
805	6294	1515
806	6302	1507
807	6310	1499
808	6317	1491
809	6327	1484
810	6335	1476
811	6345	1469
812	6353	1461
813	6360	1453
814	6368	1445
815	6376	1437
816	6384	1430
817	6392	1422
818	6399	1414
819	6407	1406
820	6415	1398
821	6423	1390
822	6430	1383
823	6438	1375
824	6446	1367
825	6454	1359
826	6461	1351
827	6469	1343
828	6476	1336
829	6484	1328
830	6492	1320
831	6499	1312
832	6507	1304
833	6515	1296
834	6522	1288
835	6530	1281
836	6538	1273
837	6545	1265
838	6553	1257
839	6561	1249
840	6569	1242
841	6577	1234
842	6585	1226
843	6593	1218
844	6600	1210
845	6608	1202
846	6615	1195
847	6623	1187
848	6631	1179
849	6639	1171
850	6646	1163
851	6654	1155
852	6662	1148
853	6669	1140
854	6677	1132
855	6685	1124
856	6693	1116
857	6700	1108
858	6708	1101
859	6716	1093
860	6723	1085
861	6731	1077
862	6739	1069
863	6746	1062
864	6754	1054
865	6762	1046
866	6769	1038
867	6777	1030
868	6785	1022
869	6792	1015
870	6800	1007
871	6808	999
872	6816	991
873	6824	983
874	6831	975
875	6839	968
876	6847	960
877	6855	952
878	6863	944
879	6871	936
880	6878	929
881	6886	921
882	6894	913
883	6902	905
884	6909	897
885	6917	890
886	6925	882
887	6932	874
888	6940	866
889	6948	858
890	6955	850
891	6963	843
892	6971	835
893	6979	827
894	6987	819
895	6995	811
896	7002	804
897	7010	796
898	7018	788
899	7026	780
900	7033	772
901	7041	765
902	7049	757
903	7056	749
904	7064	741
905	7072	733
906	7079	725
907	7087	718
908	7095	710
909	7103	702
910	7111	694
911	7118	686
912	7126	679
913	7134	671
914	7141	663
915	7149	655
916	7156	647
917	7164	639
918	7172	632
919	7179	624
920	7187	616
921	7195	608
922	7203	600
923	7210	593
924	7218	585
925	7226	577
926	7233	569
927	7241	561
928	7249	554
929	7256	546
930	7264	538
931	7272	530
932	7280	522
933	7288	515
934	7296	507
935	7303	499
936	7311	491
937	7319	483
938	7327	475
939	7334	468
940	7342	460
941	7350	452
942	7357	444
943	7365	436
944	7373	429
945	7381	421
946	7388	413
947	7396	405
948	7404	397
949	7412	390
950	7419	382
951	7427	374
952	7435	366
953	7442	358
954	7450	351
955	7458	343
956	7466	335
957	7473	327
958	7481	319
959	7489	312
960	7496	304
961	7504	296
962	7512	288
963	7519	280
964	7527	273
965	7535	265
966	7543	257
967	7551	249
968	7558	241
969	7566	234
970	7574	226
971	7581	218
972	7589	210
973	7597	202
974	7604	194
975	7612	187
976	7620	179
977	7628	171
978	7635	163
979	7643	155
980	7650	148
981	7658	140
982	7665	132
983	7673	124
984	7681	116
985	7688	109
986	7696	101
987	7704	93
988	7712	85
989	7720	77
990	7727	70
991	7735	62
992	7743	54
993	7750	46
994	7758	38
995	7766	31
996	7774	23
997	7782	15
998	7790	7
999	7797	0
